Date,Instrument,Expiry,Option Type,Strike Price,Open,High,Low,Close,Settlement Price,Open Interest,No. of Contracts,Value (Rs. lakhs)
04-Dec-14,FUTCUR,29-Dec-14,-,-,62.25,62.25,62.155,62.225,62.225,"2,229,922","700,383","435,609"
05-Dec-14,FUTCUR,29-Dec-14,-,-,62.2875,62.2875,61.965,62.1,62.1,"2,221,428","525,454","326,359"
08-Dec-14,FUTCUR,29-Dec-14,-,-,62.2,62.2625,62.115,62.1425,62.1425,"2,096,518","652,235","405,645"
09-Dec-14,FUTCUR,29-Dec-14,-,-,62.18,62.195,62.1025,62.16,62.16,"2,008,911","574,586","357,105"
10-Dec-14,FUTCUR,29-Dec-14,-,-,62.2225,62.31,62.16,62.285,62.285,"1,854,309","789,932","491,708"
11-Dec-14,FUTCUR,29-Dec-14,-,-,62.3725,62.585,62.34,62.56,62.56,"1,476,935","1,468,862","917,629"
12-Dec-14,FUTCUR,29-Dec-14,-,-,62.515,62.7175,62.46,62.485,62.485,"1,366,599","1,007,431","630,423"
15-Dec-14,FUTCUR,29-Dec-14,-,-,62.7,63.1575,62.635,63.1225,63.1225,"1,313,827","1,882,917","1,184,872"
16-Dec-14,FUTCUR,29-Dec-14,-,-,63.6125,63.8025,63.44,63.7575,63.7575,"1,319,576","2,152,199","1,369,720"
17-Dec-14,FUTCUR,29-Dec-14,-,-,63.915,64.0975,63.665,63.785,63.785,"1,314,702","1,995,341","1,273,795"
18-Dec-14,FUTCUR,29-Dec-14,-,-,63.58,63.58,63.24,63.26,63.26,"1,140,404","1,419,596","899,629"
19-Dec-14,FUTCUR,29-Dec-14,-,-,63.14,63.4625,63.1,63.425,63.425,"1,256,588","1,190,210","752,825"
22-Dec-14,FUTCUR,29-Dec-14,-,-,63.68,63.68,63.2275,63.3425,63.3425,"1,196,356","693,052","438,845"
23-Dec-14,FUTCUR,29-Dec-14,-,-,63.35,63.5725,63.33,63.38,63.38,"1,199,362","1,070,794","679,368"
24-Dec-14,FUTCUR,29-Dec-14,-,-,63.775,63.775,63.4075,63.57,63.57,"1,002,181","1,081,321","686,733"
26-Dec-14,FUTCUR,29-Dec-14,-,-,63.575,63.7125,63.4675,63.63,63.63,"927,730","1,056,499","672,376"
29-Dec-14,FUTCUR,29-Dec-14,-,-,63.6975,63.72,63.6375,63.6675,63.6539,"761,728","690,007","439,353"
30-Dec-14,FUTCUR,28-Jan-15,-,-,64.1225,64.155,63.715,63.74,63.74,"1,356,858","1,007,853","644,263"
31-Dec-14,FUTCUR,28-Jan-15,-,-,63.69,63.74,63.425,63.4675,63.4675,"1,339,257","1,138,584","723,887"
01-Jan-15,FUTCUR,28-Jan-15,-,-,63.57,63.795,63.5275,63.74,63.74,"1,284,053","698,102","444,442"
02-Jan-15,FUTCUR,28-Jan-15,-,-,63.675,63.8175,63.55,63.62,63.62,"1,274,394","953,691","606,951"
05-Jan-15,FUTCUR,28-Jan-15,-,-,63.7825,63.795,63.5925,63.695,63.695,"1,274,795","825,869","525,838"
06-Jan-15,FUTCUR,28-Jan-15,-,-,63.79,63.93,63.605,63.885,63.885,"1,278,575","1,435,436","915,183"
07-Jan-15,FUTCUR,28-Jan-15,-,-,63.81,63.8475,63.45,63.4775,63.4775,"1,286,906","1,660,650","1,057,031"
08-Jan-15,FUTCUR,28-Jan-15,-,-,63.4975,63.54,62.825,62.9475,62.9475,"1,399,189","2,355,321","1,486,323"
09-Jan-15,FUTCUR,28-Jan-15,-,-,62.74,62.7575,62.5125,62.595,62.595,"1,430,911","1,484,328","929,301"
12-Jan-15,FUTCUR,28-Jan-15,-,-,62.3975,62.47,62.28,62.3925,62.3925,"1,459,407","1,052,048","656,440"
13-Jan-15,FUTCUR,28-Jan-15,-,-,62.305,62.3825,62.205,62.3075,62.3075,"1,442,978","1,208,878","753,035"
14-Jan-15,FUTCUR,28-Jan-15,-,-,62.255,62.42,62.25,62.3675,62.3675,"1,333,310","1,136,224","708,444"
15-Jan-15,FUTCUR,28-Jan-15,-,-,62.01,62.2425,61.59,62.1925,62.1925,"1,321,500","2,784,350","1,723,485"
16-Jan-15,FUTCUR,28-Jan-15,-,-,62.15,62.3225,61.92,62.02,62.02,"1,212,310","1,888,513","1,172,514"
19-Jan-15,FUTCUR,28-Jan-15,-,-,61.84,61.9175,61.6725,61.8075,61.8075,"1,201,000","1,250,293","772,712"
20-Jan-15,FUTCUR,28-Jan-15,-,-,61.855,62.0175,61.77,61.8075,61.8075,"1,250,906","1,172,207","725,347"
21-Jan-15,FUTCUR,28-Jan-15,-,-,61.84,61.84,61.615,61.72,61.72,"1,194,334","1,112,899","686,570"
22-Jan-15,FUTCUR,28-Jan-15,-,-,61.7275,61.7975,61.5225,61.73,61.73,"1,076,523","1,276,178","787,207"
23-Jan-15,FUTCUR,28-Jan-15,-,-,61.5875,61.6125,61.375,61.5,61.5,"1,098,110","1,318,283","810,784"
27-Jan-15,FUTCUR,28-Jan-15,-,-,61.4475,61.54,61.3775,61.3975,61.3975,"978,933","1,167,076","717,004"
28-Jan-15,FUTCUR,28-Jan-15,-,-,61.4425,61.525,61.405,61.4125,61.4105,"796,465","792,675","487,163"
29-Jan-15,FUTCUR,25-Feb-15,-,-,61.77,62.1975,61.735,62.1625,62.1625,"1,536,316","1,487,406","920,986"
30-Jan-15,FUTCUR,25-Feb-15,-,-,62.19,62.3475,62,62.235,62.235,"1,296,912","1,630,888","1,014,121"
02-Feb-15,FUTCUR,25-Feb-15,-,-,62.31,62.35,62.0525,62.1225,62.1225,"1,201,491","1,029,633","640,042"
03-Feb-15,FUTCUR,25-Feb-15,-,-,61.92,62.1425,61.8975,61.9875,61.9875,"1,182,603","1,419,247","880,074"
04-Feb-15,FUTCUR,25-Feb-15,-,-,61.9,62.1525,61.82,62.0425,62.0425,"1,221,736","1,185,040","734,581"
05-Feb-15,FUTCUR,25-Feb-15,-,-,62.15,62.24,61.93,61.97,61.97,"1,279,694","1,177,186","730,492"
06-Feb-15,FUTCUR,25-Feb-15,-,-,61.995,62.035,61.8625,61.93,61.93,"1,271,797","717,825","444,819"
09-Feb-15,FUTCUR,25-Feb-15,-,-,62.205,62.435,62.195,62.375,62.375,"1,266,146","1,263,172","787,243"
10-Feb-15,FUTCUR,25-Feb-15,-,-,62.3475,62.4,62.13,62.3525,62.3525,"1,339,473","1,308,399","814,387"
11-Feb-15,FUTCUR,25-Feb-15,-,-,62.46,62.505,62.3,62.44,62.44,"1,410,393","1,209,167","754,581"
12-Feb-15,FUTCUR,25-Feb-15,-,-,62.55,62.61,62.3275,62.405,62.405,"1,361,608","1,652,437","1,032,538"
13-Feb-15,FUTCUR,25-Feb-15,-,-,62.28,62.34,62.16,62.3,62.3,"1,272,210","1,026,439","639,087"
16-Feb-15,FUTCUR,25-Feb-15,-,-,62.2475,62.3325,62.1725,62.285,62.285,"1,282,948","669,422","416,913"
18-Feb-15,FUTCUR,25-Feb-15,-,-,62.375,62.4175,62.2125,62.3925,62.3925,"1,222,394","826,945","515,496"
20-Feb-15,FUTCUR,25-Feb-15,-,-,62.29,62.33,62.22,62.2825,62.2825,"1,122,510","769,367","479,164"
23-Feb-15,FUTCUR,25-Feb-15,-,-,62.23,62.35,62.17,62.3275,62.3275,"945,493","1,057,549","658,186"
24-Feb-15,FUTCUR,25-Feb-15,-,-,62.26,62.355,62.22,62.2625,62.2625,"858,105","897,873","559,337"
25-Feb-15,FUTCUR,25-Feb-15,-,-,62.05,62.08,62.0075,62.0525,62.0468,"568,345","719,723","446,623"
26-Feb-15,FUTCUR,27-Mar-15,-,-,62.32,62.3575,62.0825,62.115,62.115,"1,589,048","1,123,076","698,972"
27-Feb-15,FUTCUR,27-Mar-15,-,-,62.13,62.255,62.11,62.2175,62.2175,"1,488,679","1,097,778","682,621"
02-Mar-15,FUTCUR,27-Mar-15,-,-,62.095,62.365,62,62.2675,62.2675,"1,463,100","1,103,416","686,889"
03-Mar-15,FUTCUR,27-Mar-15,-,-,62.26,62.305,62.15,62.27,62.27,"1,403,875","994,758","619,107"
04-Mar-15,FUTCUR,27-Mar-15,-,-,62.0475,62.59,61.97,62.5425,62.5425,"1,244,666","1,767,507","1,101,203"
05-Mar-15,FUTCUR,27-Mar-15,-,-,62.6,62.6175,62.44,62.475,62.475,"1,214,764","1,368,951","855,694"
09-Mar-15,FUTCUR,27-Mar-15,-,-,63.0025,63.0325,62.815,62.8325,62.8325,"1,153,740","1,512,269","951,621"
10-Mar-15,FUTCUR,27-Mar-15,-,-,63.03,63.1,62.89,63.0025,63.0025,"1,449,922","1,494,899","941,911"
11-Mar-15,FUTCUR,27-Mar-15,-,-,63.1025,63.17,62.9725,63.0675,63.0675,"1,486,068","1,050,315","662,287"
12-Mar-15,FUTCUR,27-Mar-15,-,-,63.09,63.09,62.7,62.745,62.745,"1,145,130","1,658,976","1,041,888"
13-Mar-15,FUTCUR,27-Mar-15,-,-,62.715,63.23,62.6425,63.1975,63.1975,"1,337,876","1,792,708","1,128,729"
16-Mar-15,FUTCUR,27-Mar-15,-,-,63.21,63.25,62.9625,63.0225,63.0225,"1,430,120","1,136,200","716,413"
17-Mar-15,FUTCUR,27-Mar-15,-,-,63.02,63.06,62.855,62.8925,62.8925,"1,375,917","722,523","454,487"
18-Mar-15,FUTCUR,27-Mar-15,-,-,62.9025,62.9575,62.775,62.8775,62.8775,"1,307,703","821,257","516,304"
19-Mar-15,FUTCUR,27-Mar-15,-,-,62.585,62.785,62.4475,62.6525,62.6525,"964,799","1,864,123","1,167,016"
20-Mar-15,FUTCUR,27-Mar-15,-,-,62.6425,62.69,62.51,62.555,62.555,"873,951","1,123,581","703,485"
23-Mar-15,FUTCUR,27-Mar-15,-,-,62.545,62.545,62.3275,62.365,62.365,"758,270","1,203,564","750,872"
24-Mar-15,FUTCUR,27-Mar-15,-,-,62.295,62.36,62.205,62.3325,62.3325,"686,675","1,035,373","644,778"
25-Mar-15,FUTCUR,27-Mar-15,-,-,62.365,62.4975,62.3275,62.4125,62.4125,"612,740","1,071,597","668,550"
26-Mar-15,FUTCUR,27-Mar-15,-,-,62.5325,62.7975,62.5325,62.7325,62.7325,"752,364","1,615,515","1,012,648"
27-Mar-15,FUTCUR,27-Mar-15,-,-,62.78,62.835,62.6025,62.61,62.6069,"666,231","580,561","363,798"
30-Mar-15,FUTCUR,28-Apr-15,-,-,63,63.02,62.8725,63,63,"1,367,281","971,505","611,705"
31-Mar-15,FUTCUR,28-Apr-15,-,-,62.9,62.9825,62.79,62.83,62.83,"1,441,455","1,015,299","638,559"
06-Apr-15,FUTCUR,28-Apr-15,-,-,62.42,62.54,62.2925,62.4925,62.4925,"1,547,827","1,083,123","676,507"
07-Apr-15,FUTCUR,28-Apr-15,-,-,62.5,62.695,62.4675,62.555,62.555,"1,532,001","848,735","531,361"
08-Apr-15,FUTCUR,28-Apr-15,-,-,62.58,62.625,62.485,62.51,62.51,"1,613,808","610,507","381,895"
09-Apr-15,FUTCUR,28-Apr-15,-,-,62.45,62.51,62.3975,62.46,62.46,"1,678,841","750,158","468,513"
10-Apr-15,FUTCUR,28-Apr-15,-,-,62.475,62.6125,62.475,62.515,62.515,"1,623,350","685,848","428,956"
13-Apr-15,FUTCUR,28-Apr-15,-,-,62.525,62.745,62.4975,62.7125,62.7125,"1,603,013","778,120","487,276"
15-Apr-15,FUTCUR,28-Apr-15,-,-,62.6,62.6175,62.5325,62.5575,62.5575,"1,637,857","574,104","359,275"
16-Apr-15,FUTCUR,28-Apr-15,-,-,62.545,62.545,62.3925,62.4175,62.4175,"1,639,351","740,109","462,367"
17-Apr-15,FUTCUR,28-Apr-15,-,-,62.42,62.505,62.415,62.47,62.47,"1,566,668","579,872","362,192"
20-Apr-15,FUTCUR,28-Apr-15,-,-,62.5875,63.04,62.58,63.0175,63.0175,"1,203,862","2,014,144","1,265,621"
21-Apr-15,FUTCUR,28-Apr-15,-,-,63.375,63.375,62.855,62.9675,62.9675,"1,154,644","1,939,682","1,222,280"
22-Apr-15,FUTCUR,28-Apr-15,-,-,63.01,63.11,62.81,62.94,62.94,"1,160,784","1,684,469","1,060,519"
23-Apr-15,FUTCUR,28-Apr-15,-,-,63.03,63.405,62.94,63.3575,63.3575,"1,230,707","1,997,675","1,262,833"
24-Apr-15,FUTCUR,28-Apr-15,-,-,63.255,63.6975,63.2375,63.6075,63.6075,"1,290,537","2,235,363","1,419,402"
27-Apr-15,FUTCUR,28-Apr-15,-,-,63.69,63.8,63.4775,63.51,63.51,"1,113,782","1,760,043","1,120,148"
28-Apr-15,FUTCUR,28-Apr-15,-,-,63.4025,63.465,63.2925,63.3375,63.3305,"978,867","720,104","456,367"
29-Apr-15,FUTCUR,27-May-15,-,-,63.525,63.725,63.4625,63.6625,63.6625,"1,274,496","1,239,934","788,286"
30-Apr-15,FUTCUR,27-May-15,-,-,63.8025,64.05,63.735,63.805,63.805,"1,501,257","1,794,965","1,146,904"
05-May-15,FUTCUR,27-May-15,-,-,63.8,63.9375,63.7025,63.7525,63.7525,"1,472,704","1,064,541","679,140"
06-May-15,FUTCUR,27-May-15,-,-,63.7,63.9725,63.6125,63.835,63.835,"1,473,417","1,556,726","993,873"
07-May-15,FUTCUR,27-May-15,-,-,63.925,64.5575,63.04,64.48,64.48,"1,687,259","2,391,076","1,537,444"
08-May-15,FUTCUR,27-May-15,-,-,64.3975,64.4175,64.125,64.195,64.195,"1,189,400","1,901,095","1,221,064"
11-May-15,FUTCUR,27-May-15,-,-,64.175,64.215,63.9675,64.0875,64.0875,"1,127,758","1,735,417","1,112,045"
12-May-15,FUTCUR,27-May-15,-,-,64.2725,64.475,64.235,64.37,64.37,"1,213,880","1,702,231","1,096,332"
13-May-15,FUTCUR,27-May-15,-,-,64.4925,64.4925,64.125,64.185,64.185,"1,124,175","1,439,180","924,890"
14-May-15,FUTCUR,27-May-15,-,-,64.125,64.1875,63.75,63.7825,63.7825,"1,100,161","1,633,424","1,045,072"
15-May-15,FUTCUR,27-May-15,-,-,63.6,63.7325,63.5675,63.6525,63.6525,"1,093,290","1,585,492","1,009,276"
18-May-15,FUTCUR,27-May-15,-,-,63.59,63.8425,63.56,63.82,63.82,"1,028,669","1,070,904","682,466"
19-May-15,FUTCUR,27-May-15,-,-,63.855,63.93,63.645,63.765,63.765,"957,829","1,261,805","804,449"
20-May-15,FUTCUR,27-May-15,-,-,63.8025,63.9825,63.745,63.9375,63.9375,"915,972","1,402,681","896,084"
21-May-15,FUTCUR,27-May-15,-,-,63.79,63.79,63.6575,63.6875,63.6875,"870,055","890,019","567,097"
22-May-15,FUTCUR,27-May-15,-,-,63.6475,63.665,63.525,63.5575,63.5575,"855,657","977,738","621,623"
25-May-15,FUTCUR,27-May-15,-,-,63.6075,63.695,63.54,63.5825,63.5825,"779,287","741,317","471,647"
26-May-15,FUTCUR,27-May-15,-,-,63.61,64.015,63.5875,63.98,63.98,"629,105","1,452,690","927,531"
27-May-15,FUTCUR,27-May-15,-,-,64.025,64.165,63.9525,63.9775,63.9475,"532,002","834,454","534,611"
28-May-15,FUTCUR,26-Jun-15,-,-,64.37,64.3775,64.1225,64.165,64.165,"1,394,551","956,410","614,308"
29-May-15,FUTCUR,26-Jun-15,-,-,64.1675,64.2375,64.0425,64.2,64.2,"1,370,909","927,365","594,754"
01-Jun-15,FUTCUR,26-Jun-15,-,-,64.15,64.15,63.925,64.065,64.065,"1,489,905","960,796","614,903"
02-Jun-15,FUTCUR,26-Jun-15,-,-,64.015,64.29,63.925,64.1625,64.1625,"1,726,980","1,172,129","751,721"
03-Jun-15,FUTCUR,26-Jun-15,-,-,64.11,64.385,64.035,64.23,64.23,"1,751,009","1,047,044","672,575"
04-Jun-15,FUTCUR,26-Jun-15,-,-,64.35,64.545,64.26,64.2825,64.2825,"1,457,566","1,505,284","969,444"
05-Jun-15,FUTCUR,26-Jun-15,-,-,64.29,64.29,64.0125,64.0475,64.0475,"1,444,012","1,123,788","720,765"
08-Jun-15,FUTCUR,26-Jun-15,-,-,64.3,64.4375,64.25,64.3525,64.3525,"1,241,646","1,347,054","866,887"
09-Jun-15,FUTCUR,26-Jun-15,-,-,64.2925,64.2925,64.09,64.1625,64.1625,"1,207,600","879,594","564,411"
10-Jun-15,FUTCUR,26-Jun-15,-,-,64.2125,64.2975,64,64.07,64.07,"1,234,699","969,337","621,402"
11-Jun-15,FUTCUR,26-Jun-15,-,-,64.05,64.2,63.935,64.16,64.16,"1,299,277","970,408","621,834"
12-Jun-15,FUTCUR,26-Jun-15,-,-,64.1875,64.32,64.07,64.2675,64.2675,"1,187,997","996,549","640,076"
15-Jun-15,FUTCUR,26-Jun-15,-,-,64.305,64.345,64.1525,64.29,64.29,"1,179,285","948,683","609,539"
16-Jun-15,FUTCUR,26-Jun-15,-,-,64.2475,64.4575,64.2025,64.4225,64.4225,"1,118,784","1,232,079","792,906"
17-Jun-15,FUTCUR,26-Jun-15,-,-,64.37,64.37,64.23,64.28,64.28,"1,030,149","822,666","528,802"
18-Jun-15,FUTCUR,26-Jun-15,-,-,64.03,64.0375,63.785,63.855,63.855,"1,322,520","1,717,617","1,097,694"
19-Jun-15,FUTCUR,26-Jun-15,-,-,63.775,63.9225,63.6075,63.625,63.625,"1,497,573","1,519,915","969,089"
22-Jun-15,FUTCUR,26-Jun-15,-,-,63.595,63.6325,63.5175,63.5775,63.5775,"1,517,477","1,024,291","651,115"
23-Jun-15,FUTCUR,26-Jun-15,-,-,63.6,63.7,63.5825,63.635,63.635,"1,379,995","743,252","473,035"
24-Jun-15,FUTCUR,26-Jun-15,-,-,63.64,63.73,63.6,63.6525,63.6525,"1,397,579","813,950","518,266"
25-Jun-15,FUTCUR,26-Jun-15,-,-,63.6375,63.6375,63.5425,63.6025,63.6025,"1,056,616","848,428","539,599"
26-Jun-15,FUTCUR,26-Jun-15,-,-,63.6025,63.6475,63.575,63.605,63.6042,"856,956","661,713","420,995"
29-Jun-15,FUTCUR,29-Jul-15,-,-,64.08,64.295,64.08,64.2375,64.2375,"2,490,707","982,539","631,117"
30-Jun-15,FUTCUR,29-Jul-15,-,-,64.15,64.15,63.98,64.0075,64.0075,"2,502,767","991,218","635,028"
01-Jul-15,FUTCUR,29-Jul-15,-,-,64.0125,64.015,63.8825,63.9325,63.9325,"2,557,625","720,807","460,879"
02-Jul-15,FUTCUR,29-Jul-15,-,-,63.99,63.99,63.7925,63.81,63.81,"2,498,624","835,767","533,685"
03-Jul-15,FUTCUR,29-Jul-15,-,-,63.78,63.785,63.6425,63.735,63.735,"2,456,797","806,791","513,977"
06-Jul-15,FUTCUR,29-Jul-15,-,-,63.8,63.92,63.67,63.7025,63.7025,"2,483,091","1,020,331","650,977"
07-Jul-15,FUTCUR,29-Jul-15,-,-,63.64,63.7375,63.555,63.7175,63.7175,"2,550,164","923,134","587,527"
08-Jul-15,FUTCUR,29-Jul-15,-,-,63.8175,63.895,63.7575,63.83,63.83,"2,600,866","964,485","615,511"
09-Jul-15,FUTCUR,29-Jul-15,-,-,63.755,63.795,63.6,63.6225,63.6225,"2,440,345","735,567","468,589"
10-Jul-15,FUTCUR,29-Jul-15,-,-,63.59,63.67,63.515,63.5725,63.5725,"2,386,597","888,671","565,190"
13-Jul-15,FUTCUR,29-Jul-15,-,-,63.6225,63.7225,63.575,63.7075,63.7075,"2,337,544","763,046","485,712"
14-Jul-15,FUTCUR,29-Jul-15,-,-,63.73,63.77,63.5625,63.59,63.59,"2,293,969","691,748","440,370"
15-Jul-15,FUTCUR,29-Jul-15,-,-,63.55,63.6,63.5125,63.585,63.585,"2,239,241","548,841","348,834"
16-Jul-15,FUTCUR,29-Jul-15,-,-,63.645,63.6775,63.5725,63.6475,63.6475,"2,278,559","584,552","371,895"
17-Jul-15,FUTCUR,29-Jul-15,-,-,63.65,63.7,63.545,63.5575,63.5575,"2,307,184","556,717","353,971"
20-Jul-15,FUTCUR,29-Jul-15,-,-,63.56,63.76,63.56,63.7475,63.7475,"2,204,688","795,229","506,338"
21-Jul-15,FUTCUR,29-Jul-15,-,-,63.75,63.84,63.6325,63.645,63.645,"2,000,109","935,067","595,852"
22-Jul-15,FUTCUR,29-Jul-15,-,-,63.65,63.6975,63.59,63.665,63.665,"1,861,569","655,346","417,111"
23-Jul-15,FUTCUR,29-Jul-15,-,-,63.68,63.835,63.675,63.82,63.82,"1,666,970","1,127,173","718,722"
24-Jul-15,FUTCUR,29-Jul-15,-,-,63.97,64.0925,63.91,64.065,64.065,"1,257,072","1,422,120","910,019"
27-Jul-15,FUTCUR,29-Jul-15,-,-,64.15,64.2475,64.0125,64.2225,64.2225,"894,269","1,657,153","1,062,702"
28-Jul-15,FUTCUR,29-Jul-15,-,-,64.07,64.18,63.895,63.9175,63.9175,"653,987","1,498,704","959,344"
29-Jul-15,FUTCUR,29-Jul-15,-,-,63.895,63.925,63.8375,63.895,63.8943,"507,029","495,301","316,459"
30-Jul-15,FUTCUR,27-Aug-15,-,-,64.315,64.3875,64.2375,64.3725,64.3725,"1,611,391","820,448","527,719"
31-Jul-15,FUTCUR,27-Aug-15,-,-,64.4,64.51,64.3025,64.4875,64.4875,"1,471,113","1,045,194","673,300"
03-Aug-15,FUTCUR,27-Aug-15,-,-,64.29,64.375,64.1,64.3575,64.3575,"1,586,030","810,501","521,065"
04-Aug-15,FUTCUR,27-Aug-15,-,-,64.3875,64.4125,64.02,64.05,64.05,"1,784,111","1,399,284","897,985"
05-Aug-15,FUTCUR,27-Aug-15,-,-,64.1325,64.2225,64.005,64.025,64.025,"1,816,149","874,068","560,268"
06-Aug-15,FUTCUR,27-Aug-15,-,-,64.08,64.08,63.955,64.0175,64.0175,"1,882,574","678,105","434,075"
07-Aug-15,FUTCUR,27-Aug-15,-,-,63.9875,64.0825,63.9725,64.06,64.06,"1,913,388","732,081","468,805"
10-Aug-15,FUTCUR,27-Aug-15,-,-,64.02,64.1425,63.9375,64.105,64.105,"2,069,082","998,635","639,299"
11-Aug-15,FUTCUR,27-Aug-15,-,-,64.3,64.5,64.25,64.4425,64.4425,"1,540,085","2,249,844","1,448,732"
12-Aug-15,FUTCUR,27-Aug-15,-,-,64.7725,65.17,64.7725,64.985,64.985,"1,292,255","2,867,005","1,863,790"
13-Aug-15,FUTCUR,27-Aug-15,-,-,64.99,65.415,64.8025,65.3575,65.3575,"1,376,188","2,579,900","1,681,103"
14-Aug-15,FUTCUR,27-Aug-15,-,-,65.425,65.48,65.0975,65.1425,65.1425,"1,319,639","1,982,672","1,294,146"
17-Aug-15,FUTCUR,27-Aug-15,-,-,65.275,65.51,65.215,65.48,65.48,"1,362,456","1,294,875","847,022"
19-Aug-15,FUTCUR,27-Aug-15,-,-,65.5825,65.6375,65.255,65.3525,65.3525,"1,469,685","1,542,754","1,008,831"
20-Aug-15,FUTCUR,27-Aug-15,-,-,65.2925,65.685,65.225,65.645,65.645,"1,543,737","1,733,538","1,134,685"
21-Aug-15,FUTCUR,27-Aug-15,-,-,65.8,66.01,65.7725,65.945,65.945,"1,556,674","1,901,557","1,253,193"
24-Aug-15,FUTCUR,27-Aug-15,-,-,66.5825,66.825,66.365,66.755,66.755,"1,647,068","2,343,259","1,561,174"
25-Aug-15,FUTCUR,27-Aug-15,-,-,66.745,66.8475,65.9325,66.0975,66.0975,"1,529,041","2,898,410","1,924,672"
26-Aug-15,FUTCUR,27-Aug-15,-,-,66.3,66.45,66.1175,66.1925,66.1925,"1,383,853","1,989,153","1,317,993"
27-Aug-15,FUTCUR,27-Aug-15,-,-,66.0225,66.09,65.8625,66.0675,66.0605,"1,365,853","1,023,134","675,402"
28-Aug-15,FUTCUR,28-Sep-15,-,-,66.3325,66.5775,66.3325,66.5125,66.5125,"1,137,983","1,132,526","752,982"
31-Aug-15,FUTCUR,28-Sep-15,-,-,66.61,66.855,66.555,66.835,66.835,"1,163,917","1,156,081","771,353"
01-Sep-15,FUTCUR,28-Sep-15,-,-,66.83,66.83,66.5175,66.58,66.58,"1,155,619","1,549,919","1,033,193"
02-Sep-15,FUTCUR,28-Sep-15,-,-,66.67,66.67,66.45,66.5375,66.5375,"1,209,123","1,451,523","965,888"
03-Sep-15,FUTCUR,28-Sep-15,-,-,66.455,66.5925,66.44,66.5175,66.5175,"1,234,246","911,120","605,967"
04-Sep-15,FUTCUR,28-Sep-15,-,-,66.5125,66.8075,66.4275,66.77,66.77,"1,339,458","1,435,765","957,507"
07-Sep-15,FUTCUR,28-Sep-15,-,-,66.9,67.14,66.8675,67.12,67.12,"1,603,537","1,503,815","1,008,136"
08-Sep-15,FUTCUR,28-Sep-15,-,-,67.0675,67.075,66.775,66.8025,66.8025,"1,433,461","1,308,648","875,243"
09-Sep-15,FUTCUR,28-Sep-15,-,-,66.62,66.7275,66.4775,66.67,66.67,"1,378,137","1,340,032","892,545"
10-Sep-15,FUTCUR,28-Sep-15,-,-,66.8725,66.98,66.625,66.65,66.65,"1,382,579","1,256,770","839,220"
11-Sep-15,FUTCUR,28-Sep-15,-,-,66.6,66.7775,66.5175,66.75,66.75,"1,405,331","891,098","593,934"
14-Sep-15,FUTCUR,28-Sep-15,-,-,66.6325,66.6725,66.4775,66.5125,66.5125,"1,388,923","797,776","530,929"
15-Sep-15,FUTCUR,28-Sep-15,-,-,66.46,66.6275,66.46,66.5175,66.5175,"1,162,700","1,115,565","742,487"
16-Sep-15,FUTCUR,28-Sep-15,-,-,66.5675,66.6175,66.4475,66.5625,66.5625,"1,102,627","1,031,869","686,585"
18-Sep-15,FUTCUR,28-Sep-15,-,-,66.2975,66.335,65.765,65.8175,65.8175,"1,239,454","2,128,148","1,404,949"
21-Sep-15,FUTCUR,28-Sep-15,-,-,66.02,66.08,65.6875,65.82,65.82,"1,296,540","1,467,546","965,957"
22-Sep-15,FUTCUR,28-Sep-15,-,-,65.7975,66.0275,65.6175,65.9625,65.9625,"1,230,544","1,502,491","988,735"
23-Sep-15,FUTCUR,28-Sep-15,-,-,66.0875,66.1475,65.915,66.0425,66.0425,"1,094,033","1,624,424","1,072,756"
24-Sep-15,FUTCUR,28-Sep-15,-,-,66.2125,66.2875,66.05,66.2125,66.2125,"932,170","1,867,832","1,235,827"
28-Sep-15,FUTCUR,28-Sep-15,-,-,66.2125,66.2125,66.0125,66.08,66.0805,"739,648","791,157","522,626"
29-Sep-15,FUTCUR,28-Oct-15,-,-,66.7075,66.7975,66.2725,66.3,66.3,"970,900","2,042,503","1,358,546"
30-Sep-15,FUTCUR,28-Oct-15,-,-,66.2375,66.2375,65.8625,65.8975,65.8975,"993,248","1,503,603","992,741"
01-Oct-15,FUTCUR,28-Oct-15,-,-,65.84,65.945,65.7725,65.8175,65.8175,"1,158,077","1,413,092","930,671"
05-Oct-15,FUTCUR,28-Oct-15,-,-,65.5,65.5975,65.42,65.55,65.55,"1,567,938","1,600,503","1,048,690"
06-Oct-15,FUTCUR,28-Oct-15,-,-,65.515,65.69,65.4525,65.665,65.665,"1,763,767","1,224,973","803,536"
07-Oct-15,FUTCUR,28-Oct-15,-,-,65.535,65.6125,65.18,65.225,65.225,"2,018,316","1,782,014","1,164,839"
08-Oct-15,FUTCUR,28-Oct-15,-,-,65.185,65.39,65.185,65.3,65.3,"1,892,569","1,285,334","839,385"
09-Oct-15,FUTCUR,28-Oct-15,-,-,65.15,65.15,64.91,64.9325,64.9325,"1,904,464","1,579,266","1,026,527"
12-Oct-15,FUTCUR,28-Oct-15,-,-,64.9325,65.0775,64.8625,64.965,64.965,"1,792,602","1,106,278","718,703"
13-Oct-15,FUTCUR,28-Oct-15,-,-,64.99,65.37,64.99,65.34,65.34,"1,669,314","1,516,575","988,817"
14-Oct-15,FUTCUR,28-Oct-15,-,-,65.2725,65.34,65.1425,65.18,65.18,"1,714,802","1,383,544","902,449"
