Date,Instrument,Expiry,Option Type,Strike Price,Open,High,Low,Close,Settlement Price,Open Interest,No. of Contracts,Value (Rs. lakhs)
19-Oct-17,FUTCUR,27-Oct-17,-,-,65.0775,65.095,65.035,65.065,65.065,"1,864,642","73,274","47,680"
23-Oct-17,FUTCUR,27-Oct-17,-,-,65.1975,65.225,65.0275,65.0525,65.0525,"1,810,639","793,013","516,055"
24-Oct-17,FUTCUR,27-Oct-17,-,-,65.0025,65.1425,64.93,65.11,65.11,"1,656,805","1,080,334","702,345"
25-Oct-17,FUTCUR,27-Oct-17,-,-,65.165,65.23,64.905,64.9375,64.9375,"1,459,916","1,557,149","1,014,019"
26-Oct-17,FUTCUR,27-Oct-17,-,-,64.8125,64.925,64.7175,64.8375,64.8375,"1,455,059","1,136,945","736,823"
27-Oct-17,FUTCUR,27-Oct-17,-,-,65.095,65.1875,64.9575,65.075,65.0931,"1,223,118","644,255","418,947"
30-Oct-17,FUTCUR,28-Nov-17,-,-,65.19,65.2,65.025,65.0725,65.0725,"878,853","936,097","609,502"
31-Oct-17,FUTCUR,28-Nov-17,-,-,65.095,65.095,64.9375,64.9875,64.9875,"784,622","772,887","502,353"
01-Nov-17,FUTCUR,28-Nov-17,-,-,64.9975,64.9975,64.7125,64.8225,64.8225,"950,300","1,117,587","724,109"
02-Nov-17,FUTCUR,28-Nov-17,-,-,64.735,64.87,64.66,64.8075,64.8075,"953,083","862,579","558,776"
03-Nov-17,FUTCUR,28-Nov-17,-,-,64.7425,64.815,64.7075,64.735,64.735,"947,343","644,809","417,632"
06-Nov-17,FUTCUR,28-Nov-17,-,-,64.795,64.9225,64.795,64.855,64.855,"926,753","709,528","460,281"
07-Nov-17,FUTCUR,28-Nov-17,-,-,64.83,65.2375,64.765,65.1975,65.1975,"922,741","1,367,095","889,061"
08-Nov-17,FUTCUR,28-Nov-17,-,-,65.2525,65.325,65.095,65.125,65.125,"948,036","1,533,974","1,000,408"
09-Nov-17,FUTCUR,28-Nov-17,-,-,65.03,65.1625,64.995,65.095,65.095,"972,250","1,328,615","864,526"
10-Nov-17,FUTCUR,28-Nov-17,-,-,65.1975,65.3325,65.1325,65.3075,65.3075,"1,029,820","953,930","622,124"
13-Nov-17,FUTCUR,28-Nov-17,-,-,65.475,65.6475,65.385,65.56,65.56,"1,017,635","1,300,020","852,027"
14-Nov-17,FUTCUR,28-Nov-17,-,-,65.4625,65.675,65.4125,65.5375,65.5375,"1,096,680","1,609,393","1,055,419"
15-Nov-17,FUTCUR,28-Nov-17,-,-,65.4925,65.5425,65.275,65.3325,65.3325,"1,133,430","1,563,916","1,023,015"
16-Nov-17,FUTCUR,28-Nov-17,-,-,65.42,65.4775,65.22,65.3775,65.3775,"1,073,164","1,552,214","1,014,770"
17-Nov-17,FUTCUR,28-Nov-17,-,-,64.8475,65.1475,64.73,65.1125,65.1125,"1,082,191","2,096,464","1,361,502"
20-Nov-17,FUTCUR,28-Nov-17,-,-,65.015,65.1925,65.015,65.1525,65.1525,"1,005,687","1,179,829","768,226"
21-Nov-17,FUTCUR,28-Nov-17,-,-,65.1375,65.165,64.9275,64.945,64.945,"924,867","1,195,718","777,536"
22-Nov-17,FUTCUR,28-Nov-17,-,-,64.8425,64.9925,64.75,64.97,64.97,"880,591","1,579,547","1,024,393"
23-Nov-17,FUTCUR,28-Nov-17,-,-,64.8625,64.915,64.565,64.6125,64.6125,"821,518","1,395,402","903,800"
24-Nov-17,FUTCUR,28-Nov-17,-,-,64.655,64.755,64.5575,64.7075,64.7075,"940,137","1,448,233","936,936"
27-Nov-17,FUTCUR,28-Nov-17,-,-,64.75,64.835,64.4975,64.525,64.525,"774,054","1,162,307","751,610"
28-Nov-17,FUTCUR,28-Nov-17,-,-,64.5725,64.6075,64.3625,64.4075,64.4206,"675,181","682,479","439,992"
29-Nov-17,FUTCUR,27-Dec-17,-,-,64.56,64.6825,64.4425,64.515,64.515,"1,169,310","1,632,121","1,053,493"
30-Nov-17,FUTCUR,27-Dec-17,-,-,64.64,64.805,64.5775,64.6475,64.6475,"1,071,483","1,676,615","1,084,379"
04-Dec-17,FUTCUR,27-Dec-17,-,-,64.7225,64.745,64.46,64.5525,64.5525,"996,116","1,767,162","1,141,090"
05-Dec-17,FUTCUR,27-Dec-17,-,-,64.53,64.64,64.39,64.5525,64.5525,"922,971","1,668,611","1,076,562"
06-Dec-17,FUTCUR,27-Dec-17,-,-,64.5325,64.6975,64.5325,64.6525,64.6525,"823,567","1,426,554","921,803"
07-Dec-17,FUTCUR,27-Dec-17,-,-,64.5125,64.715,64.5125,64.69,64.69,"877,767","1,067,840","690,576"
08-Dec-17,FUTCUR,27-Dec-17,-,-,64.7075,64.7075,64.5425,64.5725,64.5725,"973,312","1,050,316","678,477"
11-Dec-17,FUTCUR,27-Dec-17,-,-,64.515,64.5825,64.4125,64.465,64.465,"1,101,030","1,250,702","806,343"
12-Dec-17,FUTCUR,27-Dec-17,-,-,64.5025,64.625,64.4925,64.51,64.51,"1,073,333","1,138,761","735,139"
13-Dec-17,FUTCUR,27-Dec-17,-,-,64.6025,64.65,64.5225,64.535,64.535,"1,019,927","999,483","645,256"
14-Dec-17,FUTCUR,27-Dec-17,-,-,64.3875,64.43,64.315,64.4175,64.4175,"1,067,135","1,313,853","845,775"
15-Dec-17,FUTCUR,27-Dec-17,-,-,64.3025,64.32,64.07,64.14,64.14,"1,073,493","1,874,596","1,203,050"
18-Dec-17,FUTCUR,27-Dec-17,-,-,64.205,64.795,64.15,64.2825,64.2825,"953,926","3,173,758","2,042,567"
19-Dec-17,FUTCUR,27-Dec-17,-,-,64.2925,64.295,63.985,64.095,64.095,"989,568","1,879,788","1,205,769"
20-Dec-17,FUTCUR,27-Dec-17,-,-,64.06,64.1575,64.04,64.1425,64.1425,"1,011,595","1,466,455","940,001"
21-Dec-17,FUTCUR,27-Dec-17,-,-,64.0875,64.135,64.0125,64.0675,64.0675,"933,220","1,095,051","701,806"
22-Dec-17,FUTCUR,27-Dec-17,-,-,64.0575,64.0825,64.015,64.055,64.055,"892,297","722,570","462,801"
26-Dec-17,FUTCUR,27-Dec-17,-,-,64.0475,64.1125,64.015,64.0875,64.0875,"719,501","621,839","398,366"
27-Dec-17,FUTCUR,27-Dec-17,-,-,64.075,64.16,64.06,64.145,64.1577,"529,443","622,594","399,282"
28-Dec-17,FUTCUR,29-Jan-18,-,-,64.3375,64.4425,64.2675,64.285,64.285,"1,249,916","1,264,522","813,757"
29-Dec-17,FUTCUR,29-Jan-18,-,-,64.275,64.28,63.9775,64.0575,64.0575,"1,362,774","1,388,792","890,162"
01-Jan-18,FUTCUR,29-Jan-18,-,-,64.0425,64.06,63.8325,63.8775,63.8775,"1,428,004","692,849","442,795"
02-Jan-18,FUTCUR,29-Jan-18,-,-,63.895,63.96,63.6175,63.655,63.655,"1,569,065","1,343,093","856,768"
03-Jan-18,FUTCUR,29-Jan-18,-,-,63.715,63.755,63.6225,63.705,63.705,"1,604,701","1,156,699","736,708"
04-Jan-18,FUTCUR,29-Jan-18,-,-,63.69,63.77,63.52,63.5625,63.5625,"1,636,344","1,048,186","666,687"
05-Jan-18,FUTCUR,29-Jan-18,-,-,63.5275,63.575,63.455,63.5175,63.5175,"1,544,079","874,732","555,579"
08-Jan-18,FUTCUR,29-Jan-18,-,-,63.4475,63.645,63.38,63.6025,63.6025,"1,482,450","991,728","629,786"
09-Jan-18,FUTCUR,29-Jan-18,-,-,63.525,63.875,63.525,63.8475,63.8475,"1,421,923","1,400,437","892,117"
10-Jan-18,FUTCUR,29-Jan-18,-,-,63.755,63.9775,63.695,63.735,63.735,"1,401,726","1,427,175","910,851"
11-Jan-18,FUTCUR,29-Jan-18,-,-,63.7975,63.93,63.7525,63.7725,63.7725,"1,332,729","1,140,877","728,241"
12-Jan-18,FUTCUR,29-Jan-18,-,-,63.715,63.83,63.5825,63.725,63.725,"1,246,446","1,591,463","1,013,643"
15-Jan-18,FUTCUR,29-Jan-18,-,-,63.6025,63.64,63.4325,63.5725,63.5725,"1,224,010","1,222,949","776,846"
16-Jan-18,FUTCUR,29-Jan-18,-,-,63.7025,64.21,63.655,64.1375,64.1375,"1,164,500","2,330,541","1,490,748"
17-Jan-18,FUTCUR,29-Jan-18,-,-,64.2625,64.2625,63.855,63.9725,63.9725,"1,068,272","2,013,593","1,289,183"
18-Jan-18,FUTCUR,29-Jan-18,-,-,63.91,64.015,63.8125,63.9,63.9,"928,546","1,568,457","1,002,349"
19-Jan-18,FUTCUR,29-Jan-18,-,-,63.8075,63.92,63.6775,63.8925,63.8925,"911,407","1,377,388","878,589"
22-Jan-18,FUTCUR,29-Jan-18,-,-,63.7825,64.05,63.765,63.9125,63.9125,"929,856","1,329,483","849,692"
23-Jan-18,FUTCUR,29-Jan-18,-,-,63.915,63.96,63.78,63.83,63.83,"884,680","1,105,087","705,581"
24-Jan-18,FUTCUR,29-Jan-18,-,-,63.795,63.795,63.6225,63.675,63.675,"955,827","1,860,488","1,184,668"
25-Jan-18,FUTCUR,29-Jan-18,-,-,63.58,63.65,63.45,63.555,63.555,"668,251","1,471,304","934,948"
29-Jan-18,FUTCUR,29-Jan-18,-,-,63.59,63.63,63.51,63.545,63.547,"546,848","647,863","411,689"
30-Jan-18,FUTCUR,26-Feb-18,-,-,63.81,63.995,63.8025,63.8375,63.8375,"895,029","1,077,916","688,875"
31-Jan-18,FUTCUR,26-Feb-18,-,-,63.83,63.9475,63.77,63.7875,63.7875,"911,060","1,116,949","713,339"
01-Feb-18,FUTCUR,26-Feb-18,-,-,63.895,64.245,63.725,64.1375,64.1375,"1,062,904","2,593,625","1,658,753"
02-Feb-18,FUTCUR,26-Feb-18,-,-,64.295,64.39,63.9025,64.2425,64.2425,"1,090,017","2,610,697","1,675,774"
05-Feb-18,FUTCUR,26-Feb-18,-,-,64.4,64.4,64.185,64.2475,64.2475,"1,067,512","1,208,752","776,878"
06-Feb-18,FUTCUR,26-Feb-18,-,-,64.5675,64.6475,64.2675,64.4025,64.4025,"1,123,711","1,652,573","1,064,817"
07-Feb-18,FUTCUR,26-Feb-18,-,-,64.315,64.4675,64.2,64.4425,64.4425,"1,150,781","1,200,263","772,034"
08-Feb-18,FUTCUR,26-Feb-18,-,-,64.5,64.575,64.28,64.4025,64.4025,"1,181,766","1,536,141","989,324"
09-Feb-18,FUTCUR,26-Feb-18,-,-,64.5625,64.585,64.415,64.5275,64.5275,"1,232,722","1,332,338","859,162"
12-Feb-18,FUTCUR,26-Feb-18,-,-,64.44,64.4475,64.34,64.43,64.43,"1,226,911","918,398","591,426"
14-Feb-18,FUTCUR,26-Feb-18,-,-,64.3775,64.3775,64.1375,64.1925,64.1925,"1,193,658","1,068,125","685,998"
15-Feb-18,FUTCUR,26-Feb-18,-,-,64.08,64.08,63.9025,63.9925,63.9925,"1,169,273","1,121,684","717,827"
16-Feb-18,FUTCUR,26-Feb-18,-,-,63.92,64.2975,63.8725,64.2725,64.2725,"1,175,970","1,304,565","835,777"
20-Feb-18,FUTCUR,26-Feb-18,-,-,64.67,64.9325,64.46,64.8425,64.8425,"1,593,603","3,265,996","2,114,201"
21-Feb-18,FUTCUR,26-Feb-18,-,-,64.91,64.9925,64.7525,64.8225,64.8225,"1,700,859","1,928,447","1,250,750"
22-Feb-18,FUTCUR,26-Feb-18,-,-,65.0325,65.1375,64.98,65.0575,65.0575,"1,625,387","1,559,799","1,014,727"
23-Feb-18,FUTCUR,26-Feb-18,-,-,64.9925,64.9925,64.71,64.735,64.735,"1,564,310","1,567,883","1,016,654"
26-Feb-18,FUTCUR,26-Feb-18,-,-,64.71,64.7775,64.63,64.67,64.6639,"1,319,257","752,102","486,400"
27-Feb-18,FUTCUR,26-Mar-18,-,-,64.97,65.1975,64.925,65.075,65.075,"1,731,116","2,369,502","1,542,619"
28-Feb-18,FUTCUR,26-Mar-18,-,-,65.28,65.5,65.2275,65.315,65.315,"2,035,485","2,831,825","1,850,502"
01-Mar-18,FUTCUR,26-Mar-18,-,-,65.3525,65.4675,65.265,65.375,65.375,"2,084,173","1,267,710","828,560"
05-Mar-18,FUTCUR,26-Mar-18,-,-,65.35,65.35,65.1,65.3,65.3,"2,096,919","1,303,750","850,497"
06-Mar-18,FUTCUR,26-Mar-18,-,-,65.11,65.2875,65.09,65.155,65.155,"2,008,327","1,143,161","745,074"
07-Mar-18,FUTCUR,26-Mar-18,-,-,65.12,65.16,65.015,65.0375,65.0375,"2,020,808","896,716","583,705"
08-Mar-18,FUTCUR,26-Mar-18,-,-,65.08,65.2775,65.015,65.2525,65.2525,"2,091,110","1,080,037","703,634"
09-Mar-18,FUTCUR,26-Mar-18,-,-,65.17,65.32,65.165,65.295,65.295,"2,107,444","950,646","620,277"
12-Mar-18,FUTCUR,26-Mar-18,-,-,65.1775,65.1825,65.055,65.165,65.165,"2,044,016","888,749","578,732"
13-Mar-18,FUTCUR,26-Mar-18,-,-,65.05,65.16,64.9425,64.9875,64.9875,"1,974,390","974,421","633,743"
14-Mar-18,FUTCUR,26-Mar-18,-,-,64.9,65.15,64.865,64.9425,64.9425,"1,935,417","1,319,519","858,147"
15-Mar-18,FUTCUR,26-Mar-18,-,-,64.99,65.0575,64.875,64.9975,64.9975,"1,907,607","1,046,334","679,853"
16-Mar-18,FUTCUR,26-Mar-18,-,-,65.01,65.0925,64.92,65.02,65.02,"1,866,810","969,914","630,340"
19-Mar-18,FUTCUR,26-Mar-18,-,-,65.1,65.245,65.055,65.2225,65.2225,"2,102,383","1,404,315","914,769"
20-Mar-18,FUTCUR,26-Mar-18,-,-,65.26,65.3475,65.2075,65.265,65.265,"2,086,193","841,695","549,315"
21-Mar-18,FUTCUR,26-Mar-18,-,-,65.25,65.29,65.235,65.26,65.26,"2,042,356","522,334","340,880"
22-Mar-18,FUTCUR,26-Mar-18,-,-,65.445,65.445,65.0325,65.13,65.13,"1,921,327","1,154,987","751,964"
23-Mar-18,FUTCUR,26-Mar-18,-,-,65.16,65.2475,64.99,65.015,65.015,"1,651,651","1,492,447","971,519"
26-Mar-18,FUTCUR,26-Mar-18,-,-,65.015,65.015,64.8725,64.905,64.9055,"1,459,569","722,890","469,213"
27-Mar-18,FUTCUR,25-Apr-18,-,-,65.11,65.155,64.915,65.125,65.125,"1,050,015","1,091,491","709,670"
28-Mar-18,FUTCUR,25-Apr-18,-,-,65.085,65.455,65.01,65.36,65.36,"1,358,687","1,713,343","1,118,534"
03-Apr-18,FUTCUR,25-Apr-18,-,-,65.2475,65.2975,65.145,65.1875,65.1875,"1,354,333","1,096,317","714,889"
04-Apr-18,FUTCUR,25-Apr-18,-,-,65.1775,65.355,65.065,65.3275,65.3275,"1,273,269","1,409,394","919,097"
05-Apr-18,FUTCUR,25-Apr-18,-,-,65.28,65.28,65.07,65.1025,65.1025,"1,360,224","1,288,564","839,607"
06-Apr-18,FUTCUR,25-Apr-18,-,-,65.025,65.16,65.025,65.09,65.09,"1,389,398","778,936","507,203"
09-Apr-18,FUTCUR,25-Apr-18,-,-,64.9875,65.1725,64.9475,65.14,65.14,"1,337,090","1,272,271","827,864"
10-Apr-18,FUTCUR,25-Apr-18,-,-,65.0975,65.135,64.9625,65.095,65.095,"1,408,522","896,630","583,328"
11-Apr-18,FUTCUR,25-Apr-18,-,-,65.05,65.3975,65.0425,65.3675,65.3675,"1,431,481","1,769,089","1,154,576"
12-Apr-18,FUTCUR,25-Apr-18,-,-,65.35,65.53,65.33,65.3575,65.3575,"1,267,500","1,475,275","965,438"
13-Apr-18,FUTCUR,25-Apr-18,-,-,65.3525,65.4175,65.2625,65.29,65.29,"1,201,681","967,510","631,894"
16-Apr-18,FUTCUR,25-Apr-18,-,-,65.4,65.58,65.37,65.555,65.555,"1,168,239","1,324,799","867,598"
17-Apr-18,FUTCUR,25-Apr-18,-,-,65.515,65.7575,65.4725,65.695,65.695,"1,333,240","2,045,766","1,343,586"
18-Apr-18,FUTCUR,25-Apr-18,-,-,65.87,65.87,65.63,65.6875,65.6875,"1,611,369","1,926,388","1,266,480"
19-Apr-18,FUTCUR,25-Apr-18,-,-,65.79,65.87,65.7425,65.7975,65.7975,"1,740,136","1,372,194","902,819"
20-Apr-18,FUTCUR,25-Apr-18,-,-,65.9425,66.135,65.925,66.085,66.085,"2,193,197","2,377,031","1,569,976"
23-Apr-18,FUTCUR,25-Apr-18,-,-,66.24,66.4925,66.1575,66.475,66.475,"2,350,134","2,915,007","1,933,230"
24-Apr-18,FUTCUR,25-Apr-18,-,-,66.4275,66.4875,66.2825,66.3725,66.3725,"2,236,959","1,873,146","1,243,138"
25-Apr-18,FUTCUR,25-Apr-18,-,-,66.435,66.7125,66.435,66.695,66.6983,"2,042,782","1,381,311","920,497"
26-Apr-18,FUTCUR,29-May-18,-,-,67.1,67.1825,66.905,66.9575,66.9575,"2,268,741","1,531,493","1,026,289"
27-Apr-18,FUTCUR,29-May-18,-,-,66.76,67.05,66.76,66.895,66.895,"2,328,291","1,176,531","787,782"
02-May-18,FUTCUR,29-May-18,-,-,66.8825,66.995,66.8425,66.865,66.865,"2,454,096","1,407,176","941,398"
03-May-18,FUTCUR,29-May-18,-,-,66.8225,66.945,66.715,66.82,66.82,"2,429,980","1,063,096","709,937"
04-May-18,FUTCUR,29-May-18,-,-,66.9425,67.1,66.8025,67.0675,67.0675,"2,646,099","1,621,562","1,086,301"
07-May-18,FUTCUR,29-May-18,-,-,67.1925,67.35,66.95,67.31,67.31,"2,788,812","2,472,375","1,662,985"
08-May-18,FUTCUR,29-May-18,-,-,67.425,67.4375,67.115,67.2325,67.2325,"2,559,100","2,131,989","1,434,200"
09-May-18,FUTCUR,29-May-18,-,-,67.4825,67.635,67.39,67.4175,67.4175,"2,588,012","1,826,543","1,233,179"
10-May-18,FUTCUR,29-May-18,-,-,67.49,67.57,67.3525,67.44,67.44,"2,441,781","1,382,531","932,500"
11-May-18,FUTCUR,29-May-18,-,-,67.3025,67.495,67.22,67.44,67.44,"2,411,565","1,434,822","966,649"
14-May-18,FUTCUR,29-May-18,-,-,67.3575,67.7325,67.31,67.655,67.655,"2,448,254","1,549,596","1,046,169"
15-May-18,FUTCUR,29-May-18,-,-,67.72,68.2475,67.56,68.185,68.185,"2,537,760","2,781,599","1,887,128"
16-May-18,FUTCUR,29-May-18,-,-,68.2975,68.2975,67.8475,67.8875,67.8875,"2,896,251","3,272,609","2,224,043"
17-May-18,FUTCUR,29-May-18,-,-,67.805,67.88,67.6425,67.775,67.775,"2,799,322","1,468,316","995,059"
18-May-18,FUTCUR,29-May-18,-,-,67.83,68.14,67.825,68.0775,68.0775,"2,802,694","1,677,562","1,141,407"
21-May-18,FUTCUR,29-May-18,-,-,68.1925,68.215,68.0725,68.18,68.18,"2,751,087","1,323,586","902,006"
22-May-18,FUTCUR,29-May-18,-,-,68.1675,68.1675,67.9725,68.085,68.085,"2,630,070","1,484,718","1,010,497"
23-May-18,FUTCUR,29-May-18,-,-,68.2475,68.4925,68.18,68.465,68.465,"3,101,581","2,697,603","1,842,653"
24-May-18,FUTCUR,29-May-18,-,-,68.3225,68.4475,68.2825,68.355,68.355,"3,158,932","1,451,688","992,225"
25-May-18,FUTCUR,29-May-18,-,-,68.2975,68.2975,67.6675,67.765,67.765,"3,249,070","2,720,486","1,849,198"
28-May-18,FUTCUR,29-May-18,-,-,67.55,67.59,67.27,67.3975,67.3975,"2,903,084","1,948,362","1,313,135"
29-May-18,FUTCUR,29-May-18,-,-,67.515,67.82,67.515,67.805,67.8201,"2,511,346","1,407,807","953,322"
30-May-18,FUTCUR,27-Jun-18,-,-,68.1125,68.1125,67.61,67.635,67.635,"2,367,371","1,840,805","1,247,934"
31-May-18,FUTCUR,27-Jun-18,-,-,67.575,67.775,67.48,67.625,67.625,"2,345,177","1,233,068","834,079"
01-Jun-18,FUTCUR,27-Jun-18,-,-,67.5725,67.6275,67.1875,67.2575,67.2575,"2,323,048","1,813,851","1,221,448"
04-Jun-18,FUTCUR,27-Jun-18,-,-,67.1475,67.3325,67.02,67.29,67.29,"2,193,221","1,293,964","869,879"
05-Jun-18,FUTCUR,27-Jun-18,-,-,67.195,67.39,67.195,67.3175,67.3175,"2,086,981","921,822","620,573"
06-Jun-18,FUTCUR,27-Jun-18,-,-,67.1975,67.31,67.035,67.0775,67.0775,"2,042,963","1,527,859","1,026,181"
07-Jun-18,FUTCUR,27-Jun-18,-,-,67.03,67.2725,67.005,67.2375,67.2375,"1,923,535","1,039,164","698,232"
08-Jun-18,FUTCUR,27-Jun-18,-,-,67.5125,67.92,67.5125,67.73,67.73,"2,389,091","3,002,546","2,033,088"
11-Jun-18,FUTCUR,27-Jun-18,-,-,67.6475,67.6475,67.4125,67.56,67.56,"2,384,894","1,234,813","833,572"
12-Jun-18,FUTCUR,27-Jun-18,-,-,67.6,67.6275,67.4525,67.5875,67.5875,"2,332,397","923,801","624,017"
13-Jun-18,FUTCUR,27-Jun-18,-,-,67.6525,67.8175,67.6525,67.74,67.74,"2,307,220","1,092,378","739,900"
14-Jun-18,FUTCUR,27-Jun-18,-,-,67.645,67.8075,67.6275,67.7425,67.7425,"2,275,905","967,986","655,495"
15-Jun-18,FUTCUR,27-Jun-18,-,-,67.9975,68.1175,67.92,68.0925,68.0925,"2,266,493","1,579,312","1,074,642"
18-Jun-18,FUTCUR,27-Jun-18,-,-,68.2525,68.2875,68.0125,68.06,68.06,"2,439,028","1,679,946","1,143,921"
19-Jun-18,FUTCUR,27-Jun-18,-,-,68.1325,68.44,68.025,68.395,68.395,"2,616,434","2,298,710","1,568,443"
20-Jun-18,FUTCUR,27-Jun-18,-,-,68.1025,68.23,68.07,68.13,68.13,"2,528,713","1,893,832","1,290,490"
21-Jun-18,FUTCUR,27-Jun-18,-,-,68.245,68.275,67.99,68.0375,68.0375,"2,461,093","1,573,510","1,072,688"
22-Jun-18,FUTCUR,27-Jun-18,-,-,67.95,67.95,67.71,67.835,67.835,"2,524,755","1,795,458","1,217,548"
25-Jun-18,FUTCUR,27-Jun-18,-,-,67.99,68.1925,67.955,68.1325,68.1325,"2,520,118","1,539,449","1,048,696"
26-Jun-18,FUTCUR,27-Jun-18,-,-,68.1375,68.26,68.0675,68.2275,68.2275,"2,234,753","1,465,837","999,276"
27-Jun-18,FUTCUR,27-Jun-18,-,-,68.34,68.5625,68.33,68.5425,68.5246,"1,898,496","1,457,895","998,509"
28-Jun-18,FUTCUR,27-Jul-18,-,-,69.1125,69.335,68.9575,69.005,69.005,"2,696,602","2,836,116","1,961,517"
29-Jun-18,FUTCUR,27-Jul-18,-,-,69.0975,69.0975,68.5675,68.725,68.725,"2,542,204","2,145,182","1,474,613"
02-Jul-18,FUTCUR,27-Jul-18,-,-,68.7975,69,68.5625,68.98,68.98,"2,508,614","1,536,546","1,057,670"
03-Jul-18,FUTCUR,27-Jul-18,-,-,69.06,69.1925,68.7725,68.8075,68.8075,"2,466,473","1,558,610","1,074,543"
04-Jul-18,FUTCUR,27-Jul-18,-,-,68.8,68.98,68.6725,68.945,68.945,"2,358,945","1,340,933","922,631"
05-Jul-18,FUTCUR,27-Jul-18,-,-,68.905,69.1825,68.855,69.0975,69.0975,"2,379,683","1,458,495","1,006,687"
06-Jul-18,FUTCUR,27-Jul-18,-,-,69.0025,69.1925,68.9625,69.05,69.05,"2,321,678","1,238,118","855,160"
09-Jul-18,FUTCUR,27-Jul-18,-,-,68.845,68.9325,68.6175,68.865,68.865,"2,322,099","1,366,553","940,409"
10-Jul-18,FUTCUR,27-Jul-18,-,-,68.8625,69.0075,68.85,68.9825,68.9825,"2,346,246","1,150,909","793,496"
11-Jul-18,FUTCUR,27-Jul-18,-,-,68.915,69.04,68.88,68.9325,68.9325,"2,316,182","1,284,589","885,888"
12-Jul-18,FUTCUR,27-Jul-18,-,-,68.82,68.82,68.59,68.6675,68.6675,"2,226,978","1,944,134","1,335,592"
13-Jul-18,FUTCUR,27-Jul-18,-,-,68.495,68.645,68.415,68.5975,68.5975,"2,193,727","1,494,678","1,024,281"
16-Jul-18,FUTCUR,27-Jul-18,-,-,68.6025,68.8075,68.565,68.69,68.69,"2,231,142","1,144,653","786,299"
17-Jul-18,FUTCUR,27-Jul-18,-,-,68.54,68.545,68.35,68.5225,68.5225,"2,317,503","1,595,541","1,092,087"
18-Jul-18,FUTCUR,27-Jul-18,-,-,68.485,68.7025,68.4425,68.6775,68.6775,"2,435,668","1,300,655","892,410"
19-Jul-18,FUTCUR,27-Jul-18,-,-,68.74,69.13,68.7225,69.0975,69.0975,"2,262,570","2,158,886","1,489,100"
20-Jul-18,FUTCUR,27-Jul-18,-,-,69.1,69.18,68.8475,68.9175,68.9175,"2,231,180","1,763,815","1,216,401"
23-Jul-18,FUTCUR,27-Jul-18,-,-,68.7975,68.9075,68.6825,68.8775,68.8775,"2,215,061","1,139,510","783,802"
24-Jul-18,FUTCUR,27-Jul-18,-,-,68.9675,69.1175,68.8625,68.93,68.93,"2,149,019","1,571,191","1,084,008"
25-Jul-18,FUTCUR,27-Jul-18,-,-,68.955,69.0325,68.7225,68.81,68.81,"1,950,192","1,498,868","1,031,529"
26-Jul-18,FUTCUR,27-Jul-18,-,-,68.8325,68.835,68.6125,68.6775,68.6775,"1,740,069","1,539,361","1,057,247"
27-Jul-18,FUTCUR,27-Jul-18,-,-,68.67,68.7325,68.5275,68.6925,68.7041,"1,201,867","1,166,240","800,123"
30-Jul-18,FUTCUR,29-Aug-18,-,-,68.825,69.0675,68.825,68.8825,68.8825,"1,686,538","925,040","637,763"
31-Jul-18,FUTCUR,29-Aug-18,-,-,68.92,68.955,68.765,68.79,68.79,"1,624,647","968,758","666,859"
01-Aug-18,FUTCUR,29-Aug-18,-,-,68.78,68.8475,68.6425,68.6725,68.6725,"1,616,419","1,263,663","868,793"
02-Aug-18,FUTCUR,29-Aug-18,-,-,68.605,68.9175,68.4725,68.89,68.89,"1,778,109","1,970,675","1,353,712"
03-Aug-18,FUTCUR,29-Aug-18,-,-,68.83,69.0375,68.185,68.8575,68.8575,"1,943,381","1,724,606","1,188,739"
06-Aug-18,FUTCUR,29-Aug-18,-,-,68.75,69.07,68.6925,69.04,69.04,"2,061,751","1,215,491","837,190"
07-Aug-18,FUTCUR,29-Aug-18,-,-,68.91,69.105,68.8175,68.8525,68.8525,"2,061,043","1,196,859","824,975"
08-Aug-18,FUTCUR,29-Aug-18,-,-,68.8575,68.8775,68.73,68.7975,68.7975,"2,039,943","1,046,721","720,213"
09-Aug-18,FUTCUR,29-Aug-18,-,-,68.6475,68.845,68.5975,68.815,68.815,"2,127,966","1,184,859","814,471"
10-Aug-18,FUTCUR,29-Aug-18,-,-,68.94,69.1725,68.8925,68.9925,68.9925,"2,088,395","1,880,051","1,297,989"
13-Aug-18,FUTCUR,29-Aug-18,-,-,69.7075,70.055,69.5225,69.99,69.99,"2,002,691","4,926,410","3,438,860"
14-Aug-18,FUTCUR,29-Aug-18,-,-,70.02,70.185,69.765,69.9875,69.9875,"2,177,078","2,990,314","2,091,757"
16-Aug-18,FUTCUR,29-Aug-18,-,-,70.1525,70.4925,70.1525,70.31,70.31,"2,380,032","3,329,398","2,342,419"
20-Aug-18,FUTCUR,29-Aug-18,-,-,70.03,70.03,69.655,69.86,69.86,"2,209,018","1,791,001","1,250,640"
21-Aug-18,FUTCUR,29-Aug-18,-,-,69.7225,69.9775,69.5825,69.935,69.935,"2,142,151","1,728,009","1,205,639"
23-Aug-18,FUTCUR,29-Aug-18,-,-,70,70.195,69.9925,70.14,70.14,"2,227,516","1,746,272","1,224,365"
24-Aug-18,FUTCUR,29-Aug-18,-,-,70.18,70.265,69.915,69.9425,69.9425,"2,139,585","1,499,771","1,051,411"
